-----------------------
Val = 1.0, host3

0, [0.7124864541411986, 0.7023308979006704, 0.7179558717808213, 0.6951434273889116, 0.6892817633938042], 0.7034396829210813
0.01, [0.7111392135324983, 0.7009303116956076, 0.7083071652043443, 0.6758202810757921, 0.7069487674777701], 0.7006291477972024
0.05, [0.7135650094036424, 0.7260646901399278, 0.6992110889674177, 0.6989202414072399, 0.6713700367886141], 0.7018262133413684
0.1, [0.723428296184515, 0.6789696647171898, 0.7172306182544351, 0.6932832540736695, 0.6975719151050999], 0.7020967496669819
0.2, [0.7102744523598603, 0.698230928507647, 0.7009220945097668, 0.6835862856032259, 0.6930991809925959], 0.6972225883946193
0.5, [0.7019290650760611, 0.7000694125055534, 0.710431752202346, 0.6875984091210606, 0.7067773995325595], 0.7013612076875161
1.0, [0.709589982544882, 0.712197271706139, 0.685829030756279, 0.7080895588833768, 0.721109455884714], 0.7073630599550782
0, [0.6061143425220535, 0.5809844724801968, 0.6050053057321338, 0.5933925347141054, 0.6030163828605943], 0.5977026076618168
0.01, [0.6290661222576133, 0.6189126501953123, 0.6297656507390096, 0.5769712221434106, 0.6004545416543138], 0.6110340373979319
0.05, [0.6224434980707189, 0.6338114523215765, 0.6246307881692529, 0.5992591475777654, 0.5525171636067157], 0.6065324099492059
0.1, [0.6348155756511124, 0.5785035249593059, 0.6366165667038396, 0.5919231544104493, 0.555324520143413], 0.5994366683736241
0.2, [0.6160136624705795, 0.5858262422814271, 0.6029153096560416, 0.5749920830931294, 0.5816766539896011], 0.5922847902981557
0.5, [0.5987315809354103, 0.5965017110726037, 0.6286171319688754, 0.5865512241434109, 0.5638053796936822], 0.5948414055627965
1.0, [0.6006444624510583, 0.5919088978523632, 0.5595441840887071, 0.571139195304783, 0.5808136069162994], 0.5808100693226422


-----------------------
Val = 1.0, Cedar (batch size = 24)

0, [0.69580795316774, 0.7204613611029889, 0.7030840412192532, 0.7247900479728914, 0.712391304965777], 0.71130694168573
0.01, [0.7003066696566028, 0.7208670072930136, 0.7150530873465721, 0.7165215476896167, 0.6977356943030171], 0.7100968012577644
0.05, [0.7145698867325226, 0.7231334579634607, 0.7261748534743271, 0.7047556057379268, 0.7250684413700715], 0.7187404490556617
0.1, [0.7025232460694608, 0.7000654099876417, 0.7053678085633563, 0.7180508441105289, 0.7013263581278187], 0.7054667333717614
0.2, [0.7072522770761842, 0.7120533939273026, 0.7163179619040514, 0.716174160408128, 0.7196732507666252], 0.7142942088164583
0.5, [0.7065931358319782, 0.7160135329430626, 0.7222978291437504, 0.7184400511362181, 0.7218782603563203], 0.7170445618822658
1.0, [0.7018730065184967, 0.7264853851997654, 0.7131641447979057, 0.709401589188981, 0.7070802064156471], 0.7116008664241591
0, [0.6024682539836704, 0.6224236576079392, 0.6289549741263921, 0.6335004026215943, 0.6270823322206082], 0.6228859241120409
0.01, [0.6144859290382129, 0.620528724257989, 0.6313492607863566, 0.6322185383236908, 0.6207552779994124], 0.6238675460811323
0.05, [0.6262846913239374, 0.6206395606502102, 0.6408895026826683, 0.6068233386151854, 0.6554682938766037], 0.6300210774297211
0.1, [0.6251755062491582, 0.5951499654064366, 0.6378952172179249, 0.6312630431598051, 0.6236957241331043], 0.6226358912332859
0.2, [0.6232318579095816, 0.6095050943575563, 0.6410183477719755, 0.6415539109410707, 0.61442802926738], 0.6259474480495129
0.5, [0.6213787731057159, 0.6093250670645576, 0.6235693040031984, 0.6173341616495689, 0.6373671169321827], 0.6217948845510447
1.0, [0.6106097498412192, 0.6102862492926676, 0.6426277265126712, 0.6206967892752376, 0.6255738612107445], 0.6219588752265081
