0,1,63.584
0,2,69.653
0,3,73.988
0,4,71.387
0,5,68.208
0,6,71.387
0,7,70.809
0,8,68.786
0,9,72.543
0,10,71.965
0,11,72.254
0,12,72.543
0,13,72.543
0,14,72.832
0,15,73.410
0,16,73.410
0,17,73.410
0,18,73.410
0,19,73.410
1,1,75.145
1,2,69.653
1,3,74.566
1,4,76.590
1,5,75.434
1,6,76.590
1,7,74.855
1,8,75.723
1,9,74.277
1,10,74.277
1,11,75.723
1,12,74.277
1,13,74.855
1,14,75.723
1,15,75.145
1,16,74.855
1,17,75.723
1,18,76.012
1,19,73.988
1,20,76.301
2,1,73.121
2,2,61.272
2,3,69.942
2,4,66.474
2,5,73.410
2,6,68.786
2,7,68.786
2,8,73.988
2,9,72.832
2,10,73.410
2,11,74.277
2,12,73.988
2,13,73.988
2,14,73.699
2,15,73.410
2,16,73.699
2,17,73.988
2,18,74.566
3,1,58.960
3,2,66.474
3,3,72.254
3,4,75.723
3,5,70.231
3,6,73.410
3,7,75.723
3,8,74.277
3,9,72.832
3,10,73.121
3,11,72.254
3,12,73.988
3,13,73.410
4,1,75.723
4,2,76.301
4,3,68.497
4,4,73.410
4,5,71.965
4,6,73.699
4,7,75.145
4,8,75.434
4,9,74.855
4,10,74.566
4,11,74.566
4,12,74.566
4,13,74.855
4,14,75.145
4,15,75.145
