-----------------------
Val = 1.0, host1

0, [0.7072948178225648, 0.7200814006090943, 0.7160420337898362], 0.7144727507404984
0.01, [0.7115102771128947, 0.7075235962454878, 0.7029317453227025], 0.707321872893695
0.05, [0.7033350591530025, 0.7169312406846957, 0.7068368760014941], 0.7090343919463975
0.1, [0.7239925114786679, 0.7182442830585924, 0.7166932115666563], 0.7196433353679722
0.2, [0.7255528403374352, 0.711237736307413, 0.7141536421720759], 0.716981406272308
0.5, [0.7166544806070227, 0.7135065959368591, 0.7231140249981352], 0.7177583671806724
1.0, [0.7260720517001575, 0.7202653488100073, 0.698541754841565], 0.7149597184505766
0, [0.5425334086387925, 0.556595382177757, 0.5471739347561658], 0.548767575190905
0.01, [0.55618977893336, 0.5609663910924424, 0.5350328594030449], 0.5507296764762825
0.05, [0.5650186301344038, 0.5603146160251674, 0.5601774382417415], 0.5618368948004376
0.1, [0.5753383702979249, 0.5576747809322864, 0.5620565889139885], 0.5650232467147333
0.2, [0.5811858195716897, 0.5612150284418468, 0.5646694756395689], 0.5690234412177019
0.5, [0.5509361386181711, 0.5333590242621816, 0.5545721119434177], 0.5462890916079235
1.0, [0.553654869927852, 0.5568130080329765, 0.5529508159700245], 0.554472897976951


